,Symbol,Status,Date,Time,Buy/Sell,Price Point,Shares,Number of Orders,Listing Market
35,FNB,P,20191007,63000.313955067,S,16.0,31505,2,N
110,FNB,P,20191007,70000.145330216,B,10.45,1200,1,N
111,FNB,P,20191007,70000.145330216,S,13.9,130,1,N
597,FNB,P,20191007,70001.154710259,B,6.86,100,1,N
598,FNB,P,20191007,70001.154710259,B,9.85,140,1,N
835,FNB,P,20191007,70002.164095573,B,10.11,480,1,N
836,FNB,P,20191007,70002.164095573,S,15.0,100,1,N
2268,FNB,P,20191007,72514.09453961201,B,10.13,100,1,N
2269,FNB,P,20191007,72514.09453961201,S,13.0,1000,1,N
2523,FNB,P,20191007,72515.115044591,B,10.75,1000,1,N
2524,FNB,P,20191007,72515.115044591,S,15.0,400,2,N
2525,FNB,P,20191007,72515.115044591,S,17.3,250,1,N
2947,FNB,P,20191007,72518.130240002,B,9.94,2485,1,N
2948,FNB,P,20191007,72518.130240002,S,12.0,2300,1,N
2949,FNB,P,20191007,72518.130240002,S,12.75,200,1,N
2950,FNB,P,20191007,72518.130240002,S,13.5,800,1,N
2951,FNB,P,20191007,72518.130240002,S,14.0,400,1,N
3067,FNB,P,20191007,72519.162832377,S,14.0,2185,2,N
3239,FNB,P,20191007,72520.162891635,S,13.5,4800,2,N
3240,FNB,P,20191007,72520.162891635,S,14.0,2885,3,N
3449,FNB,P,20191007,72521.194814836,B,11.0,500,1,N
3450,FNB,P,20191007,72521.194814836,S,14.95,101,1,N
3717,FNB,P,20191007,72523.235190605,S,13.0,3236,2,N
4116,FNB,P,20191007,72526.244427732,S,11.9,1000,1,N
4117,FNB,P,20191007,72526.244427732,S,12.0,2430,2,N
4118,FNB,P,20191007,72526.244427732,S,12.5,5500,1,N
4509,FNB,P,20191007,72530.293684719,S,14.0,2992,4,N
4510,FNB,P,20191007,72530.293684719,S,16.44,25,1,N
5062,FNB,P,20191007,72537.379308747,B,10.03,100,1,N
5063,FNB,P,20191007,72537.379308747,S,14.5,200,1,N
5064,FNB,P,20191007,72537.379308747,S,17.28,2600,1,N
5500,FNB,P,20191007,72544.471553532,S,12.3,5540,1,N
6295,FNB,P,20191007,72556.595864933,S,14.0,10845,5,N
6379,FNB,P,20191007,72759.891552748,B,11.36,600,1,N
6380,FNB,P,20191007,72759.891552748,S,11.56,600,1,N
6738,FNB,P,20191007,73004.14146929201,B,9.79,200,1,N
6902,FNB,P,20191007,73216.461849866,S,12.5,7477,2,N
6993,FNB,P,20191007,73222.531446962,S,12.75,2583,2,N
7327,FNB,P,20191007,73335.33082561,S,15.0,500,3,N
7420,FNB,P,20191007,73525.643976469,B,9.88,200,1,N
7526,FNB,P,20191007,73539.807070196,B,9.76,10000,1,N
7541,FNB,P,20191007,73541.82516958,B,10.35,100,1,N
7547,FNB,P,20191007,73542.828378005,S,15.0,20500,4,N
7610,FNB,P,20191007,73546.847910895,S,11.87,143,1,N
8042,FNB,P,20191007,73602.086657944,S,14.25,682,1,N
8155,FNB,P,20191007,73605.123644678,S,13.0,4236,3,N
8306,FNB,P,20191007,73609.146416173,S,12.0,3451,4,N
8605,FNB,P,20191007,73615.263204979,S,12.5,42477,3,N
8899,FNB,P,20191007,75001.90329480299,S,12.5,42574,4,N
9333,FNB,P,20191007,75008.99589951799,B,10.18,300,1,N
9421,FNB,P,20191007,75010.00691485,B,9.98,2500,1,N
9422,FNB,P,20191007,75010.00691485,B,10.13,2600,2,N
9643,FNB,P,20191007,75013.048809187,B,9.21,25,1,N
9644,FNB,P,20191007,75013.048809187,B,10.2,1000,1,N
9645,FNB,P,20191007,75013.048809187,B,10.63,400,1,N
9786,FNB,P,20191007,75015.073559485,S,12.15,100,1,N
9787,FNB,P,20191007,75015.073559485,S,13.69,500,1,N
9863,FNB,P,20191007,75016.081441081,S,13.95,2000,1,N
9993,FNB,P,20191007,75018.094257788,S,16.0,31955,3,N
10425,FNB,P,20191007,75024.136713527,B,10.61,290,1,N
10558,FNB,P,20191007,75026.154125835,S,12.3,5598,2,N
10688,FNB,P,20191007,75028.179111073,S,12.5,47574,5,N
10758,FNB,P,20191007,75029.187112936,S,14.0,10945,6,N
10983,FNB,P,20191007,75032.244002522,B,9.13,2500,1,N
10984,FNB,P,20191007,75032.244002522,S,11.58,5000,1,N
11059,FNB,P,20191007,75033.260304689,S,11.58,8500,2,N
11470,FNB,P,20191007,75038.300925235,S,11.95,40,1,N
11540,FNB,P,20191007,75039.310605604,S,12.5,47598,6,N
11675,FNB,P,20191007,75041.332044454,S,15.7,3000,1,N
12630,FNB,P,20191007,75054.495604924,S,12.86,375,1,N
12705,FNB,P,20191007,75055.49750707099,S,11.68,315,1,N
13001,FNB,P,20191007,75142.997638156,S,14.0,29995,8,N
13490,FNB,P,20191007,75459.12985315401,B,8.76,250,1,N
13491,FNB,P,20191007,75459.12985315401,B,9.25,32,2,N
13492,FNB,P,20191007,75459.12985315401,B,9.88,295,2,N
13493,FNB,P,20191007,75459.12985315401,B,10.75,1150,2,N
13494,FNB,P,20191007,75459.12985315401,S,12.0,3551,5,N
13495,FNB,P,20191007,75459.12985315401,S,12.47,1000,1,N
13496,FNB,P,20191007,75459.12985315401,S,13.05,4,1,N
13497,FNB,P,20191007,75459.12985315401,S,13.1,100,1,N
13498,FNB,P,20191007,75459.12985315401,S,13.4,5,1,N
13499,FNB,P,20191007,75459.12985315401,S,13.5,6086,3,N
15718,FNB,P,20191007,80334.00685330901,B,6.86,600,2,N
15719,FNB,P,20191007,80334.00685330901,B,7.63,70,1,N
15720,FNB,P,20191007,80334.00685330901,B,9.13,2560,2,N
15721,FNB,P,20191007,80334.00685330901,B,9.37,100,1,N
15722,FNB,P,20191007,80334.00685330901,B,9.65,200,1,N
15723,FNB,P,20191007,80334.00685330901,B,10.0,150,1,N
15724,FNB,P,20191007,80334.00685330901,S,11.75,5746,2,N
15725,FNB,P,20191007,80334.00685330901,S,11.9,1100,2,N
15726,FNB,P,20191007,80334.00685330901,S,11.98,2020,1,N
15727,FNB,P,20191007,80334.00685330901,S,12.34,800,1,N
15728,FNB,P,20191007,80334.00685330901,S,12.35,400,2,N
15729,FNB,P,20191007,80334.00685330901,S,12.5,48598,7,N
15730,FNB,P,20191007,80334.00685330901,S,12.75,2978,3,N
15731,FNB,P,20191007,80334.00685330901,S,13.0,4316,4,N
15732,FNB,P,20191007,80334.00685330901,S,13.09,546,1,N
15733,FNB,P,20191007,80334.00685330901,S,13.45,2123,1,N
15734,FNB,P,20191007,80334.00685330901,S,14.0,30643,9,N
15735,FNB,P,20191007,80334.00685330901,S,18.25,150,1,N
17906,FNB,P,20191007,81002.140939133,S,12.4,3527,1,N
18310,FNB,P,20191007,81104.84716489099,S,9.2,25,1,N
18865,FNB,P,20191007,81455.144479871,B,11.0,5500,2,N
19186,FNB,P,20191007,81525.472839129,S,15.0,40500,5,N
19396,FNB,P,20191007,81556.794163941,S,14.0,30943,10,N
19772,FNB,P,20191007,81633.099875547,B,10.39,100,1,N
19773,FNB,P,20191007,81633.099875547,B,11.0,10500,3,N
19785,FNB,P,20191007,81635.120284841,B,10.5,200,1,N
19927,FNB,P,20191007,81657.34497884901,S,11.6,30,1,N
20016,FNB,P,20191007,81715.540764188,S,12.5,51342,8,N
20171,FNB,P,20191007,81809.039187381,B,6.87,300,1,N
20512,FNB,P,20191007,81936.854268443,S,12.32,40,1,N
20513,FNB,P,20191007,81936.854268443,S,14.0,35443,11,N
20957,FNB,P,20191007,82403.583792323,S,12.5,51245,7,N
21037,FNB,P,20191007,82406.606192992,S,12.5,51221,6,N
21209,FNB,P,20191007,82412.65149786901,S,11.68,9315,3,N
21297,FNB,P,20191007,82414.668813932,S,11.58,0,0,N
22334,FNB,P,20191007,82957.085952468,B,9.13,2620,3,N
22335,FNB,P,20191007,82957.085952468,B,9.2,270,1,N
22336,FNB,P,20191007,82957.085952468,B,10.67,100,1,N
22337,FNB,P,20191007,82957.085952468,S,11.99,1924,1,N
22338,FNB,P,20191007,82957.085952468,S,12.0,6614,6,N
22339,FNB,P,20191007,82957.085952468,S,12.95,62,1,N
22340,FNB,P,20191007,82957.085952468,S,13.0,4916,6,N
22341,FNB,P,20191007,82957.085952468,S,16.5,250,1,N
22342,FNB,P,20191007,82957.085952468,S,39.99,100,1,N
22548,FNB,P,20191007,83005.17115668401,S,11.49,1,1,N
22660,FNB,P,20191007,83008.22516365201,B,12.06,1,1,N
23065,FNB,P,20191007,83029.467883724,B,11.16,50,1,N
23082,FNB,P,20191007,83030.476359803,S,11.6,31,2,N
23160,FNB,P,20191007,83035.543073967,B,11.0,10525,4,N
23199,FNB,P,20191007,83038.593506783,S,11.75,5747,3,N
23425,FNB,P,20191007,83106.83776428,B,11.0,10575,5,N
24299,FNB,P,20191007,83442.036960325,S,13.0,11916,7,N
25355,FNB,P,20191007,84504.88257585099,S,13.0,12916,8,N
25398,FNB,P,20191007,84505.891051352,S,12.0,7739,7,N
25399,FNB,P,20191007,84505.891051352,S,14.5,550,2,N
25953,FNB,P,20191007,84811.901755546,B,9.5,2200,2,N
25954,FNB,P,20191007,84811.901755546,B,9.76,20000,2,N
25955,FNB,P,20191007,84811.901755546,B,10.0,250,2,N
25956,FNB,P,20191007,84811.901755546,S,12.0,7891,8,N
25957,FNB,P,20191007,84811.901755546,S,12.87,3000,1,N
25958,FNB,P,20191007,84811.901755546,S,12.91,700,1,N
25959,FNB,P,20191007,84811.901755546,S,13.0,51400,13,N
25960,FNB,P,20191007,84811.901755546,S,13.2,2000,1,N
25961,FNB,P,20191007,84811.901755546,S,13.5,6711,5,N
25962,FNB,P,20191007,84811.901755546,S,13.66,500,1,N
25963,FNB,P,20191007,84811.901755546,S,15.75,50,1,N
25964,FNB,P,20191007,84811.901755546,S,16.0,32055,4,N
26904,FNB,P,20191007,85031.30809457401,S,12.62,100,1,N
27753,FNB,P,20191007,85515.25752349201,B,10.45,1400,2,N
27754,FNB,P,20191007,85515.25752349201,S,12.53,200,1,N
29007,FNB,P,20191007,90844.94927785199,B,11.36,1000,2,N
29012,FNB,P,20191007,90847.97535412699,B,11.35,400,1,N
29013,FNB,P,20191007,90847.97535412699,B,11.36,600,1,N
30228,FNB,P,20191007,91623.359730523,B,10.28,2600,1,N
30229,FNB,P,20191007,91623.359730523,S,15.39,2600,1,N
30272,FNB,P,20191007,91625.36833263,B,10.38,2600,1,N
30273,FNB,P,20191007,91625.36833263,S,15.24,2600,1,N
30325,FNB,P,20191007,91642.54816427699,B,11.26,200,1,N
30699,FNB,P,20191007,91908.31856899,B,10.49,2600,1,N
30700,FNB,P,20191007,91908.31856899,B,10.57,2600,1,N
30701,FNB,P,20191007,91908.31856899,S,14.62,2600,1,N
30702,FNB,P,20191007,91908.31856899,S,14.72,2600,1,N
30713,FNB,P,20191007,91909.318570221,S,15.24,0,0,N
30714,FNB,P,20191007,91909.318570221,S,15.39,0,0,N
30715,FNB,P,20191007,91909.318570221,S,14.48,2600,1,N
30716,FNB,P,20191007,91909.318570221,S,14.94,2600,1,N
30717,FNB,P,20191007,91910.318607371,S,14.94,0,0,N
30718,FNB,P,20191007,91910.318607371,S,14.23,2600,1,N
30742,FNB,P,20191007,91922.40285885,S,10.91,400,4,N
30748,FNB,P,20191007,91923.403068595,S,10.91,300,3,N
30818,FNB,P,20191007,91950.755876533,B,11.61,14,1,N
30857,FNB,P,20191007,91957.81866085801,B,11.61,114,2,N
30943,FNB,P,20191007,92008.944593219,B,10.64,100,1,N
30960,FNB,P,20191007,92009.95826988,B,10.38,0,0,N
30961,FNB,P,20191007,92009.95826988,B,10.49,0,0,N
30962,FNB,P,20191007,92009.95826988,B,10.57,0,0,N
30963,FNB,P,20191007,92009.95826988,B,10.63,400,1,N
30964,FNB,P,20191007,92009.95826988,B,10.78,2600,1,N
30965,FNB,P,20191007,92009.95826988,B,10.86,2600,1,N
30966,FNB,P,20191007,92009.95826988,B,11.17,2600,1,N
30987,FNB,P,20191007,92010.966707981,B,10.28,0,0,N
30988,FNB,P,20191007,92010.966707981,B,11.06,2600,1,N
31518,FNB,P,20191007,92205.367994695,B,11.38,641,2,N
31526,FNB,P,20191007,92206.386184799,S,11.63,320,1,N
31550,FNB,P,20191007,92209.42677533199,B,10.64,0,0,N
31551,FNB,P,20191007,92209.42677533199,B,10.78,0,0,N
31552,FNB,P,20191007,92209.42677533199,B,10.86,0,0,N
31553,FNB,P,20191007,92209.42677533199,B,11.06,0,0,N
31554,FNB,P,20191007,92209.42677533199,B,11.17,0,0,N
31555,FNB,P,20191007,92209.42677533199,B,10.28,2600,1,N
31556,FNB,P,20191007,92209.42677533199,B,10.38,2600,1,N
31557,FNB,P,20191007,92209.42677533199,B,10.49,2600,1,N
31558,FNB,P,20191007,92209.42677533199,B,10.57,2600,1,N
31559,FNB,P,20191007,92209.42677533199,B,10.66,100,1,N
31568,FNB,P,20191007,92210.45351284301,B,10.28,0,0,N
31569,FNB,P,20191007,92210.45351284301,B,10.38,0,0,N
31570,FNB,P,20191007,92210.45351284301,B,10.49,0,0,N
31571,FNB,P,20191007,92210.45351284301,B,10.63,400,1,N
31572,FNB,P,20191007,92210.45351284301,B,10.8,2600,1,N
31573,FNB,P,20191007,92210.45351284301,B,11.08,5200,2,N
31580,FNB,P,20191007,92211.45350230199,B,10.57,0,0,N
31581,FNB,P,20191007,92211.45350230199,B,10.88,2600,1,N
31601,FNB,P,20191007,92212.46277437801,S,11.63,641,2,N
31996,FNB,P,20191007,92341.461199649,B,11.54,200,1,N
31997,FNB,P,20191007,92341.461199649,S,11.96,200,1,N
32004,FNB,P,20191007,92342.465572069,B,11.51,200,1,N
32005,FNB,P,20191007,92342.465572069,S,11.93,200,1,N
32008,FNB,P,20191007,92343.47246754,B,11.5,200,1,N
32009,FNB,P,20191007,92343.47246754,S,11.93,400,2,N
32025,FNB,P,20191007,92346.49088196599,B,10.66,0,0,N
32026,FNB,P,20191007,92346.49088196599,B,10.8,0,0,N
32027,FNB,P,20191007,92346.49088196599,B,10.88,0,0,N
32028,FNB,P,20191007,92346.49088196599,B,11.08,0,0,N
32029,FNB,P,20191007,92346.49088196599,B,10.57,2600,1,N
32030,FNB,P,20191007,92346.49088196599,B,10.65,2600,1,N
32031,FNB,P,20191007,92346.49088196599,B,10.73,100,1,N
32032,FNB,P,20191007,92346.49088196599,B,10.84,2600,1,N
32033,FNB,P,20191007,92346.49088196599,B,10.95,2600,1,N
32034,FNB,P,20191007,92347.494270506,B,10.95,0,0,N
32035,FNB,P,20191007,92347.494270506,B,11.2,2600,1,N
32039,FNB,P,20191007,92348.50367020699,B,10.57,0,0,N
32040,FNB,P,20191007,92348.50367020699,B,10.65,0,0,N
32041,FNB,P,20191007,92348.50367020699,B,10.84,0,0,N
32042,FNB,P,20191007,92348.50367020699,B,10.87,2600,1,N
32043,FNB,P,20191007,92348.50367020699,B,10.96,2600,1,N
32044,FNB,P,20191007,92348.50367020699,B,11.09,2600,1,N
32139,FNB,P,20191007,92412.787279493,B,12.52,19,1,N
32140,FNB,P,20191007,92413.790774296,B,12.52,47,2,N
32464,FNB,P,20191007,92500.338985741,B,11.21,600,1,N
32465,FNB,P,20191007,92500.338985741,S,12.12,600,1,N
32486,FNB,P,20191007,92503.357561978,B,11.61,214,3,N
32578,FNB,P,20191007,92521.515284014,B,0.01,1900,1,N
32579,FNB,P,20191007,92521.515284014,S,10.91,400,4,N
32815,FNB,P,20191007,92607.953903339,B,11.61,314,4,N
32875,FNB,P,20191007,92612.007116515,S,11.46,408,1,N
33043,FNB,P,20191007,92631.28350345699,B,11.09,5600,2,N
33044,FNB,P,20191007,92631.28350345699,B,11.26,1700,2,N
33045,FNB,P,20191007,92631.28350345699,S,11.63,2141,3,N
33046,FNB,P,20191007,92631.28350345699,S,11.8,3000,1,N
33212,FNB,P,20191007,92656.661576374,S,9.08,500,1,N
33239,FNB,P,20191007,92701.69969099801,B,11.21,0,0,N
33240,FNB,P,20191007,92701.69969099801,B,11.33,600,1,N
33281,FNB,P,20191007,92706.756509581,B,11.18,358,1,N
33398,FNB,P,20191007,92717.898087732,B,11.39,300,1,N
33399,FNB,P,20191007,92717.898087732,B,11.4,600,2,N
33400,FNB,P,20191007,92717.898087732,B,11.41,300,1,N
33401,FNB,P,20191007,92717.898087732,S,11.56,900,2,N
33402,FNB,P,20191007,92717.898087732,S,11.57,300,1,N
33403,FNB,P,20191007,92717.898087732,S,11.58,600,2,N
33413,FNB,P,20191007,92720.926694063,B,11.28,200,1,N
33420,FNB,P,20191007,92721.953180875,B,11.33,0,0,N
33421,FNB,P,20191007,92721.953180875,B,11.21,600,1,N
33433,FNB,P,20191007,92725.98441949699,B,11.32,600,1,N
33434,FNB,P,20191007,92725.98441949699,B,11.35,900,2,N
33435,FNB,P,20191007,92725.98441949699,S,11.51,500,1,N
33436,FNB,P,20191007,92725.98441949699,S,11.58,1300,3,N
33438,FNB,P,20191007,92727.002730373,B,11.28,900,2,N
33439,FNB,P,20191007,92727.002730373,S,11.54,600,1,N
33442,FNB,P,20191007,92728.034499303,B,11.37,92,1,N
33443,FNB,P,20191007,92728.034499303,S,11.53,92,1,N
33582,FNB,P,20191007,92733.09459519699,B,11.39,392,2,N
33583,FNB,P,20191007,92733.09459519699,S,11.52,92,1,N
33609,FNB,P,20191007,92736.11828309199,B,11.46,100,1,N
33614,FNB,P,20191007,92737.13697408901,B,11.4,692,3,N
33615,FNB,P,20191007,92737.13697408901,S,11.5,92,1,N
33772,FNB,P,20191007,92747.25678816,B,11.18,1165,2,N
33946,FNB,P,20191007,92754.35038773199,S,11.32,1651,1,N
33988,FNB,P,20191007,92758.39700462301,B,11.21,0,0,N
33989,FNB,P,20191007,92758.39700462301,B,11.33,600,1,N
34017,FNB,P,20191007,92759.410371269,B,11.39,1458,3,N
34018,FNB,P,20191007,92759.410371269,S,11.5,1158,2,N
34099,FNB,P,20191007,92800.415034355,B,11.1,138,1,N
34100,FNB,P,20191007,92800.415034355,B,11.26,200,1,N
34101,FNB,P,20191007,92800.415034355,B,11.27,1600,1,N
34102,FNB,P,20191007,92800.415034355,B,11.39,2050,4,N
34103,FNB,P,20191007,92800.415034355,B,11.41,892,2,N
34104,FNB,P,20191007,92800.415034355,B,11.77,1300,1,N
34105,FNB,P,20191007,92800.415034355,S,11.48,592,1,N
34106,FNB,P,20191007,92800.415034355,S,11.51,1092,2,N
34107,FNB,P,20191007,92800.415034355,S,11.81,200,1,N
34108,FNB,P,20191007,92800.415034355,S,13.51,100,1,N
34206,FNB,P,20191007,92801.422052134,B,11.33,0,0,N
34207,FNB,P,20191007,92801.422052134,S,12.12,0,0,N
34208,FNB,P,20191007,92801.422052134,S,14.48,0,0,N
34209,FNB,P,20191007,92801.422052134,S,14.62,0,0,N
34210,FNB,P,20191007,92801.422052134,B,11.31,600,1,N
34211,FNB,P,20191007,92801.422052134,B,14.66,685,1,N
34212,FNB,P,20191007,92801.422052134,S,11.81,400,2,N
34213,FNB,P,20191007,92801.422052134,S,13.26,2600,1,N
34214,FNB,P,20191007,92801.422052134,S,13.58,2600,1,N
34257,FNB,P,20191007,92802.429636703,S,13.58,0,0,N
34258,FNB,P,20191007,92802.429636703,S,14.23,0,0,N
34259,FNB,P,20191007,92802.429636703,S,14.72,0,0,N
34260,FNB,P,20191007,92802.429636703,B,11.33,600,1,N
34261,FNB,P,20191007,92802.429636703,S,11.81,600,3,N
34262,FNB,P,20191007,92802.429636703,S,12.88,2600,1,N
34263,FNB,P,20191007,92802.429636703,S,13.33,2600,1,N
34264,FNB,P,20191007,92802.429636703,S,13.37,2600,1,N
34296,FNB,P,20191007,92803.437721348,B,11.31,0,0,N
34297,FNB,P,20191007,92803.437721348,B,11.34,600,1,N
34309,FNB,P,20191007,92804.460666577,S,11.44,100,1,N
34332,FNB,P,20191007,92805.46891200599,B,11.34,0,0,N
34333,FNB,P,20191007,92805.46891200599,B,11.31,600,1,N
34341,FNB,P,20191007,92806.476001751,B,11.4,875,4,N
34439,FNB,P,20191007,92821.681966381,S,11.81,0,0,N
34440,FNB,P,20191007,92821.681966381,B,11.26,400,2,N
34550,FNB,P,20191007,92830.757136559,B,11.44,600,1,N
34551,FNB,P,20191007,92830.757136559,S,11.5,1758,3,N
34560,FNB,P,20191007,92831.757000941,B,11.31,0,0,N
34561,FNB,P,20191007,92831.757000941,B,11.35,1500,3,N
34790,FNB,P,20191007,92858.04959162901,B,11.33,800,2,N
34791,FNB,P,20191007,92858.04959162901,B,11.34,200,1,N
34847,FNB,P,20191007,92900.06927140901,B,11.32,800,2,N
34848,FNB,P,20191007,92900.06927140901,S,11.49,601,2,N
34849,FNB,P,20191007,92900.06927140901,S,11.5,1158,2,N
34956,FNB,P,20191007,92902.095652796,B,11.3,200,1,N
34957,FNB,P,20191007,92902.095652796,B,11.31,200,1,N
35016,FNB,P,20191007,92903.09979452401,B,11.2,7400,2,N
35017,FNB,P,20191007,92903.09979452401,B,11.28,1100,3,N
35018,FNB,P,20191007,92903.09979452401,B,11.29,200,1,N
35019,FNB,P,20191007,92903.09979452401,B,11.35,2900,4,N
35020,FNB,P,20191007,92903.09979452401,S,12.77,1100,1,N
35021,FNB,P,20191007,92903.09979452401,S,12.92,4800,1,N
35132,FNB,P,20191007,92904.123423389,B,11.27,1800,2,N
35133,FNB,P,20191007,92904.123423389,B,11.33,200,1,N
35134,FNB,P,20191007,92904.123423389,B,11.36,1200,2,N
35185,FNB,P,20191007,92905.13619641,B,11.25,200,1,N
35186,FNB,P,20191007,92905.13619641,B,11.26,600,3,N
35378,FNB,P,20191007,92914.22365368,B,11.37,792,2,N
35379,FNB,P,20191007,92914.22365368,S,12.75,3378,4,N
35505,FNB,P,20191007,92915.233172606,B,11.35,2300,3,N
35506,FNB,P,20191007,92915.233172606,B,11.37,1392,3,N
35507,FNB,P,20191007,92915.233172606,B,11.39,2250,5,N
35508,FNB,P,20191007,92915.233172606,B,11.4,1175,5,N
35509,FNB,P,20191007,92915.233172606,S,11.52,392,2,N
35510,FNB,P,20191007,92915.233172606,S,11.53,292,2,N
35795,FNB,P,20191007,92922.296736174,B,10.9,100,1,N
35796,FNB,P,20191007,92922.296736174,B,10.95,100,1,N
35797,FNB,P,20191007,92922.296736174,B,11.0,10675,6,N
35798,FNB,P,20191007,92922.296736174,B,11.05,100,1,N
35799,FNB,P,20191007,92922.296736174,B,11.1,238,2,N
35800,FNB,P,20191007,92922.296736174,B,11.15,100,1,N
35801,FNB,P,20191007,92922.296736174,B,11.2,7500,3,N
35802,FNB,P,20191007,92922.296736174,B,11.25,300,2,N
35803,FNB,P,20191007,92922.296736174,B,11.3,300,2,N
35804,FNB,P,20191007,92922.296736174,B,11.35,2400,4,N
35805,FNB,P,20191007,92922.296736174,S,11.56,1000,3,N
35806,FNB,P,20191007,92922.296736174,S,11.61,100,1,N
35807,FNB,P,20191007,92922.296736174,S,11.66,100,1,N
35808,FNB,P,20191007,92922.296736174,S,11.71,100,1,N
35809,FNB,P,20191007,92922.296736174,S,11.76,100,1,N
35810,FNB,P,20191007,92922.296736174,S,11.81,100,1,N
35811,FNB,P,20191007,92922.296736174,S,11.86,100,1,N
35812,FNB,P,20191007,92922.296736174,S,11.91,100,1,N
35813,FNB,P,20191007,92922.296736174,S,11.96,300,2,N
35814,FNB,P,20191007,92922.296736174,S,12.01,100,1,N
35985,FNB,P,20191007,92929.355293079,B,11.37,1478,4,N
35986,FNB,P,20191007,92929.355293079,B,11.38,764,3,N
36042,FNB,P,20191007,92930.360302685,B,11.36,1287,3,N
36043,FNB,P,20191007,92930.360302685,B,11.37,2178,5,N
36044,FNB,P,20191007,92930.360302685,S,10.92,27,1,N
36045,FNB,P,20191007,92930.360302685,S,11.49,1,1,N
36046,FNB,P,20191007,92930.360302685,S,11.5,1758,3,N
36047,FNB,P,20191007,92930.360302685,S,13.05,1004,2,N
36118,FNB,P,20191007,92931.36030607599,B,11.35,3187,6,N
36119,FNB,P,20191007,92931.36030607599,S,12.89,700,1,N
36120,FNB,P,20191007,92931.36030607599,S,12.93,700,1,N
36121,FNB,P,20191007,92931.36030607599,S,13.05,4,1,N
36196,FNB,P,20191007,92932.36946195699,B,11.33,288,2,N
36197,FNB,P,20191007,92932.36946195699,B,11.34,287,2,N
36198,FNB,P,20191007,92932.36946195699,S,11.54,1000,2,N
36245,FNB,P,20191007,92933.36943118401,B,11.31,389,3,N
36246,FNB,P,20191007,92933.36943118401,B,11.32,889,3,N
36309,FNB,P,20191007,92934.369458566,B,11.3,378,3,N
36310,FNB,P,20191007,92934.369458566,S,11.62,100,1,N
36395,FNB,P,20191007,92936.40490678401,B,11.35,3287,7,N
36531,FNB,P,20191007,92940.44693604301,S,11.57,400,2,N
36630,FNB,P,20191007,92941.457667942,B,11.44,0,0,N
36631,FNB,P,20191007,92941.457667942,S,12.77,0,0,N
36632,FNB,P,20191007,92941.457667942,S,12.89,0,0,N
36633,FNB,P,20191007,92941.457667942,S,12.92,0,0,N
36634,FNB,P,20191007,92941.457667942,S,12.93,0,0,N
36635,FNB,P,20191007,92941.457667942,S,13.51,0,0,N
36636,FNB,P,20191007,92941.457667942,B,11.36,1987,4,N
36637,FNB,P,20191007,92941.457667942,B,11.37,2178,5,N
36638,FNB,P,20191007,92941.457667942,B,11.49,600,1,N
36639,FNB,P,20191007,92941.457667942,S,12.14,300,1,N
36640,FNB,P,20191007,92941.457667942,S,12.16,1100,1,N
36641,FNB,P,20191007,92941.457667942,S,12.31,4800,1,N
36642,FNB,P,20191007,92941.457667942,S,12.52,500,1,N
36643,FNB,P,20191007,92941.457667942,S,12.6,700,1,N
36644,FNB,P,20191007,92941.457667942,S,12.75,2978,3,N
36645,FNB,P,20191007,92941.457667942,S,12.85,100,1,N
36704,FNB,P,20191007,92942.46666871,S,13.26,0,0,N
36705,FNB,P,20191007,92942.46666871,S,13.33,0,0,N
36706,FNB,P,20191007,92942.46666871,S,13.37,0,0,N
36707,FNB,P,20191007,92942.46666871,B,11.36,1387,3,N
36708,FNB,P,20191007,92942.46666871,B,11.38,1364,4,N
36709,FNB,P,20191007,92942.46666871,B,11.47,300,1,N
36710,FNB,P,20191007,92942.46666871,S,12.08,300,1,N
36711,FNB,P,20191007,92942.46666871,S,12.49,2600,1,N
36712,FNB,P,20191007,92942.46666871,S,12.74,5200,2,N
36752,FNB,P,20191007,92943.47524214,S,12.88,0,0,N
36753,FNB,P,20191007,92943.47524214,S,12.27,2600,1,N
36970,FNB,P,20191007,92945.482288687,S,12.08,0,0,N
36971,FNB,P,20191007,92945.482288687,B,10.86,200,1,N
36972,FNB,P,20191007,92945.482288687,B,10.87,2900,2,N
36973,FNB,P,20191007,92945.482288687,B,11.56,276,1,N
36974,FNB,P,20191007,92945.482288687,S,11.55,100,1,N
36975,FNB,P,20191007,92945.482288687,S,12.03,300,1,N
36976,FNB,P,20191007,92945.482288687,S,12.04,200,1,N
37068,FNB,P,20191007,92946.492996674,B,11.37,1578,4,N
37069,FNB,P,20191007,92946.492996674,B,11.39,2850,6,N
37070,FNB,P,20191007,92946.492996674,B,11.64,764,1,N
37071,FNB,P,20191007,92946.492996674,S,11.93,700,3,N
37114,FNB,P,20191007,92947.497722211,B,11.26,700,4,N
37115,FNB,P,20191007,92947.497722211,S,10.91,500,5,N
37157,FNB,P,20191007,92948.51959009901,S,12.14,0,0,N
37158,FNB,P,20191007,92948.51959009901,S,12.16,0,0,N
37159,FNB,P,20191007,92948.51959009901,S,12.13,800,2,N
37160,FNB,P,20191007,92948.51959009901,S,12.15,1200,2,N
37161,FNB,P,20191007,92948.51959009901,S,12.21,538,1,N
37210,FNB,P,20191007,92949.53454362099,B,11.26,400,2,N
37211,FNB,P,20191007,92949.53454362099,S,11.81,900,2,N
